id,value_1,value_4,time
17762,1,members,1509658996
17763,423,guests,1509659837
17764,1,members,1509659837
17765,435,guests,1509660679
17766,1,members,1509660679
17767,344,guests,1509661520
17768,1,members,1509661520
17769,262,guests,1509662361
17770,1,members,1509662361
17771,423,guests,1509663202
17772,1,members,1509663202
17773,452,guests,1509664056
17774,1,members,1509664056
17775,176,guests,1509664902
17776,1,members,1509664902
17777,392,guests,1509665744
17778,1,members,1509665744
17779,417,guests,1509666586
17780,1,members,1509666586
17781,169,guests,1509667429
17782,1,members,1509667429
17783,452,guests,1509668276
17784,1,members,1509668276
17785,415,guests,1509669118
17786,1,members,1509669118
17787,321,guests,1509669959
17788,1,members,1509669959
17789,361,guests,1509670812
17790,1,members,1509670812
17791,281,guests,1509671659
17792,1,members,1509671659
17793,321,guests,1509672502
17794,1,members,1509672502
17795,426,guests,1509673352
17796,1,members,1509673352
17797,371,guests,1509674199
17798,1,members,1509674199
17799,473,guests,1509675044
17800,1,members,1509675044
17801,365,guests,1509675891
17802,1,members,1509675891
17803,454,guests,1509676732
17804,1,members,1509676732
17805,365,guests,1509677576
17806,1,members,1509677576
17807,402,guests,1509678417
17808,1,members,1509678417
17809,285,guests,1509679258
17810,1,members,1509679258
17811,330,guests,1509680099
17812,1,members,1509680099
17813,252,guests,1509680940
17814,252,guests,1509680940
17815,1,members,1509680940
17816,1,members,1509680940
17817,230,guests,1509681781
17818,1,members,1509681781
17819,287,guests,1509682624
17820,1,members,1509682624
17821,373,guests,1509683465
17822,1,members,1509683465
17823,476,guests,1509684307
17824,1,members,1509684307
17825,403,guests,1509685154
17826,1,members,1509685154
17827,449,guests,1509685995
17828,1,members,1509685995
17829,375,guests,1509686836
17830,1,members,1509686836
17831,514,guests,1509687679
17832,1,members,1509687679
17833,430,guests,1509688523
17834,2,members,1509688523
17835,515,guests,1509689366
17836,3,members,1509689366
17837,447,guests,1509690208
17838,2,members,1509690208
17839,512,guests,1509691055
17840,1,members,1509691055
17841,313,guests,1509691900
17842,1,members,1509691900
17843,392,guests,1509692743
17844,1,members,1509692743
17845,357,guests,1509693586
17846,1,members,1509693586
17847,430,guests,1509694427
17848,1,members,1509694427
17849,256,guests,1509695272
17850,1,members,1509695272
17851,311,guests,1509696118
17852,1,members,1509696118
17853,232,guests,1509696961
17854,1,members,1509696961
17855,260,guests,1509697803
17856,1,members,1509697803
17857,197,guests,1509698645
17858,1,members,1509698645
17859,343,guests,1509699489
17860,1,members,1509699489
17861,329,guests,1509700332
17862,2,members,1509700332
17863,301,guests,1509701173
17864,1,members,1509701173
17865,238,guests,1509702021
17866,1,members,1509702021
17867,374,guests,1509702869
17868,1,members,1509702869
17869,381,guests,1509703721
17870,1,members,1509703721
17871,294,guests,1509704562
17872,1,members,1509704562
17873,266,guests,1509705404
17874,1,members,1509705404
17875,315,guests,1509706250
17876,1,members,1509706250
17877,280,guests,1509707101
17878,1,members,1509707101
17879,316,guests,1509707943
17880,1,members,1509707943
17881,343,guests,1509708787
17882,1,members,1509708787
17883,401,guests,1509709628
17884,1,members,1509709628
17885,387,guests,1509710478
17886,1,members,1509710478
17887,336,guests,1509711321
17888,1,members,1509711321
17889,407,guests,1509712165
17890,1,members,1509712165
17891,315,guests,1509713009
17892,1,members,1509713009
17893,417,guests,1509713862
17894,1,members,1509713862
17895,357,guests,1509714708
17896,1,members,1509714708
17897,440,guests,1509715558
17898,1,members,1509715558
17899,291,guests,1509716405
17900,1,members,1509716405
17901,334,guests,1509717249
17902,1,members,1509717249
17903,334,guests,1509718099
17904,1,members,1509718099
17905,377,guests,1509718944
17906,1,members,1509718944
17907,161,guests,1509719792
17908,1,members,1509719792
17909,219,guests,1509720636
17910,1,members,1509720636
17911,188,guests,1509721477
17912,1,members,1509721477
17913,311,guests,1509722318
17914,1,members,1509722318
17915,375,guests,1509723161
17916,1,members,1509723161
17917,350,guests,1509724002
17918,1,members,1509724002
17919,314,guests,1509724845
17920,1,members,1509724845
17921,433,guests,1509725692
17922,1,members,1509725692
17923,353,guests,1509726537
17924,1,members,1509726537
17925,544,guests,1509727378
17926,1,members,1509727378
17927,489,guests,1509728225
17928,1,members,1509728225
17929,542,guests,1509729067
17930,1,members,1509729067
17931,181,guests,1509729912
17932,1,members,1509729912
17933,230,guests,1509730753
17934,1,members,1509730753
17935,180,guests,1509731601
17936,1,members,1509731601
17937,226,guests,1509732451
17938,1,members,1509732451
17939,145,guests,1509733294
17940,1,members,1509733294
17941,242,guests,1509734143
17942,1,members,1509734143
17943,253,guests,1509734988
17944,1,members,1509734988
17945,295,guests,1509735829
17946,1,members,1509735829
17947,188,guests,1509736672
17948,1,members,1509736672
17949,258,guests,1509737514
17950,1,members,1509737514
17951,287,guests,1509738355
17952,1,members,1509738355
17953,197,guests,1509739196
17954,1,members,1509739196
17955,243,guests,1509740041
17956,1,members,1509740041
17957,202,guests,1509740882
17958,1,members,1509740882
17959,300,guests,1509741726
17960,1,members,1509741726
17961,250,guests,1509742570
17962,1,members,1509742570
17963,374,guests,1509743411
17964,1,members,1509743411
17965,364,guests,1509744254
17966,1,members,1509744254
17967,299,guests,1509745097
17968,1,members,1509745097
17969,328,guests,1509745938
17970,1,members,1509745938
17971,406,guests,1509746781
17972,1,members,1509746781
17973,356,guests,1509747624
17974,1,members,1509747624
17975,465,guests,1509748466
17976,1,members,1509748466
17977,346,guests,1509749307
17978,1,members,1509749307
17979,465,guests,1509750152
17980,1,members,1509750152
17981,329,guests,1509750997
17982,1,members,1509750997
17983,314,guests,1509751840
17984,1,members,1509751840
17985,232,guests,1509752681
17986,1,members,1509752681
17987,291,guests,1509753524
17988,1,members,1509753524
17989,288,guests,1509754365
17990,1,members,1509754365
17991,351,guests,1509755209
17992,1,members,1509755209
17993,204,guests,1509756051
17994,1,members,1509756051
17995,279,guests,1509756892
17996,1,members,1509756892
17997,366,guests,1509757736
17998,1,members,1509757736
17999,396,guests,1509758578
18000,1,members,1509758578
18001,326,guests,1509759422
18002,1,members,1509759422
18003,393,guests,1509760263
18004,1,members,1509760263
18005,214,guests,1509761107
18006,1,members,1509761107
18007,402,guests,1509761948
18008,1,members,1509761948
18009,434,guests,1509762789
18010,1,members,1509762789
18011,236,guests,1509763636
18012,1,members,1509763636
18013,235,guests,1509764477
18014,1,members,1509764477
18015,251,guests,1509765321
18016,1,members,1509765321
18017,327,guests,1509766164
18018,1,members,1509766164
18019,287,guests,1509767006
18020,1,members,1509767006
18021,322,guests,1509767852
18022,1,members,1509767852
18023,375,guests,1509768710
18024,1,members,1509768710
18025,550,guests,1509769552
18026,1,members,1509769552
18027,492,guests,1509770393
18028,1,members,1509770393
18029,354,guests,1509771250
18030,1,members,1509771250
18031,369,guests,1509772091
18032,1,members,1509772091
18033,466,guests,1509772935
18034,1,members,1509772935
18035,241,guests,1509773784
18036,1,members,1509773784
18037,276,guests,1509774625
18038,1,members,1509774625
18039,281,guests,1509775471
18040,1,members,1509775471
18041,283,guests,1509776319
18042,1,members,1509776319
18043,296,guests,1509777172
18044,1,members,1509777172
18045,408,guests,1509778030
18046,1,members,1509778030
18047,357,guests,1509778887
18048,1,members,1509778887
18049,435,guests,1509779728
18050,1,members,1509779728
18051,310,guests,1509780569
18052,1,members,1509780569
18053,400,guests,1509781417
18054,1,members,1509781417
18055,296,guests,1509782264
18056,1,members,1509782264
18057,444,guests,1509783127
18058,1,members,1509783127
18059,383,guests,1509783984
18060,1,members,1509783984
18061,468,guests,1509784828
18062,1,members,1509784828
18063,286,guests,1509785673
18064,1,members,1509785673
18065,286,guests,1509786520
18066,1,members,1509786520
18067,242,guests,1509787362
18068,1,members,1509787362
18069,337,guests,1509788211
18070,1,members,1509788211
18071,316,guests,1509789052
18072,1,members,1509789052
18073,409,guests,1509789901
18074,1,members,1509789901
18075,527,guests,1509790743
18076,1,members,1509790743
18077,482,guests,1509791594
18078,1,members,1509791594
18079,544,guests,1509792437
18080,1,members,1509792437
18081,220,guests,1509793281
18082,1,members,1509793281
18083,188,guests,1509794125
18084,1,members,1509794125
18085,186,guests,1509794979
18086,1,members,1509794979
18087,284,guests,1509795825
18088,1,members,1509795825
18089,239,guests,1509796667
18090,1,members,1509796667
18091,312,guests,1509797510
18092,1,members,1509797510
18093,288,guests,1509798356
18094,1,members,1509798356
18095,353,guests,1509799203
18096,1,members,1509799203
18097,231,guests,1509800049
18098,1,members,1509800049
18099,322,guests,1509800899
18100,1,members,1509800899
18101,221,guests,1509801741
18102,1,members,1509801741
18103,297,guests,1509802595
18104,2,members,1509802595
18105,251,guests,1509803446
18106,1,members,1509803446
18107,302,guests,1509804288
18108,1,members,1509804288
18109,220,guests,1509805136
18110,1,members,1509805136
18111,271,guests,1509805978
18112,1,members,1509805978
18113,192,guests,1509806827
18114,1,members,1509806827
18115,242,guests,1509807670
18116,1,members,1509807670
18117,228,guests,1509808511
18118,1,members,1509808511
18119,252,guests,1509809360
18120,1,members,1509809360
18121,306,guests,1509810206
18122,1,members,1509810206
18123,416,guests,1509811049
18124,1,members,1509811049
18125,358,guests,1509811894
18126,1,members,1509811894
18127,410,guests,1509812735
18128,1,members,1509812735
18129,167,guests,1509813578
18130,1,members,1509813578
18131,177,guests,1509814421
18132,1,members,1509814421
18133,194,guests,1509815264
18134,1,members,1509815264
18135,226,guests,1509816108
18136,1,members,1509816108
18137,448,guests,1509816951
18138,1,members,1509816951
18139,503,guests,1509817792
18140,1,members,1509817792
18141,543,guests,1509818633
18142,1,members,1509818633
18143,221,guests,1509819475
18144,1,members,1509819475
18145,286,guests,1509820317
18146,1,members,1509820317
18147,222,guests,1509821158
18148,1,members,1509821158
18149,236,guests,1509821999
18150,1,members,1509821999
18151,192,guests,1509822841
18152,1,members,1509822841
18153,243,guests,1509823682
18154,1,members,1509823682
18155,162,guests,1509824523
18156,1,members,1509824523
18157,209,guests,1509825364
18158,1,members,1509825364
18159,119,guests,1509826208
18160,1,members,1509826208
18161,220,guests,1509827061
18162,1,members,1509827061
18163,307,guests,1509827902
18164,1,members,1509827902
18165,388,guests,1509828744
18166,1,members,1509828744
18167,242,guests,1509829585
18168,1,members,1509829585
18169,315,guests,1509830426
18170,1,members,1509830426
18171,470,guests,1509831268
18172,1,members,1509831268
18173,520,guests,1509832109
18174,1,members,1509832109
18175,123,guests,1509832952
18176,1,members,1509832952
18177,179,guests,1509833793
18178,1,members,1509833793
18179,153,guests,1509834635
18180,1,members,1509834635
18181,178,guests,1509835480
18182,1,members,1509835480
18183,149,guests,1509836326
18184,1,members,1509836326
18185,198,guests,1509837167
18186,1,members,1509837167
18187,130,guests,1509838013
18188,1,members,1509838013
18189,145,guests,1509838854
18190,1,members,1509838854
18191,150,guests,1509839709
18192,1,members,1509839709
18193,249,guests,1509840551
18194,1,members,1509840551
18195,254,guests,1509841392
18196,1,members,1509841392
18197,325,guests,1509842234
18198,1,members,1509842234
18199,159,guests,1509843077
18200,1,members,1509843077
18201,162,guests,1509843921
18202,1,members,1509843921
18203,210,guests,1509844762
18204,1,members,1509844762
18205,180,guests,1509845609
18206,1,members,1509845609
18207,220,guests,1509846456
18208,1,members,1509846456
18209,177,guests,1509847298
18210,1,members,1509847298
18211,230,guests,1509848143
18212,1,members,1509848143
18213,168,guests,1509848986
18214,1,members,1509848986
18215,211,guests,1509849831
18216,2,members,1509849831
18217,168,guests,1509850675
18218,1,members,1509850675
18219,234,guests,1509851516
18220,1,members,1509851516
18221,275,guests,1509852358
18222,1,members,1509852358
18223,348,guests,1509853203
18224,1,members,1509853203
18225,230,guests,1509854047
18226,1,members,1509854047
18227,221,guests,1509854891
18228,1,members,1509854891
18229,272,guests,1509855737
18230,1,members,1509855737
18231,317,guests,1509856578
18232,1,members,1509856578
18233,246,guests,1509857419
18234,1,members,1509857419
18235,344,guests,1509858264
18236,1,members,1509858264
18237,329,guests,1509859105
18238,1,members,1509859105
18239,381,guests,1509859958
18240,1,members,1509859958
18241,191,guests,1509860819
18242,1,members,1509860819
18243,234,guests,1509861666
18244,1,members,1509861666
18245,237,guests,1509862517
18246,1,members,1509862517
18247,332,guests,1509863360
18248,1,members,1509863360
18249,283,guests,1509864212
18250,1,members,1509864212
18251,341,guests,1509865060
18252,1,members,1509865060
18253,152,guests,1509865901
18254,1,members,1509865901
18255,200,guests,1509866743
18256,1,members,1509866743
18257,133,guests,1509867585
18258,1,members,1509867585
18259,192,guests,1509868434
18260,1,members,1509868434
18261,109,guests,1509869278
18262,1,members,1509869278
18263,187,guests,1509870119
18264,1,members,1509870119
18265,138,guests,1509870962
18266,1,members,1509870962
18267,237,guests,1509871811
18268,1,members,1509871811
18269,279,guests,1509872663
18270,1,members,1509872663
18271,190,guests,1509873507
18272,1,members,1509873507
18273,184,guests,1509874351
18274,1,members,1509874351
18275,184,guests,1509875199
18276,1,members,1509875199
18277,225,guests,1509876040
18278,1,members,1509876040
18279,200,guests,1509876883
